Feature_ID,Feature_Name,Site_Category,Site_Subcategory,Feature_Status,Component,Priority,Source_File,Child_Story_Count,Child_Story_IDs,Stories_Tested_Count,Stories_Verified_Count,Story_Coverage_%,Verified_Pass_Count,QE_Verified,Direct_Feature_In_Release,Matched_Releases,Release_Count,Last_Release_Date,Test_Evidence,Traceability_Status,Coverage_Gap
CHP-3416,Sourcing request - Edit details,Purchasing,Sourcing Requests,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,14,CHP-2454|CHP-2692|CHP-2847|CHP-3142|CHP-3207|CHP-3208|CHP-3263|CHP-3317|CHP-3346|CHP-3347|CHP-3487|CHP-3531|CHP-3720|CHP-3922,11,10,78.6,2,YES,NO,02-April26-20260522112829.csv|05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|08-July25-hotfix-20260522143008.csv|12-Jan26-20260522112602.csv|12th Nov Release-20260522143409.csv|14-July25-hotfix-20260522143014.csv|15-May26-20260522113056.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv|29-April26-20260522113014.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|31-Dec24-20260522141739.csv|5 Nov25-20260522143348.csv|QE Release Notes 2026-20260522112607.csv,18,2026-05-15,[name-match] Sourcing Request enhancement // [name-match] Sourcing Request enhancement // [name-match] Sourcing Request List View Updates // [name-match] Add SourcingRequest and Assignee columns in RFQ table,FULLY_TRACED,None
CHP-2724,QE:: [CRM]: Automate Contact Flows,General,,ready for dev,,NORMAL,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,39,CHP-1480|CHP-1481|CHP-1527|CHP-1528|CHP-1529|CHP-1559|CHP-1567|CHP-1694|CHP-1759|CHP-1762|CHP-1763|CHP-180|CHP-1829|CHP-1830|CHP-1901|CHP-2097|CHP-2173|CHP-2197|CHP-2233|CHP-2238|CHP-2240|CHP-2242|CHP-2243|CHP-2244|CHP-2245|CHP-2325|CHP-2556|CHP-2715|CHP-2716|CHP-2717|CHP-2718|CHP-2719|CHP-2720|CHP-2721|CHP-2722|CHP-2723|CHP-3357|CHP-513|CHP-538,17,17,43.6,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-Apr26-20260522112905.csv|14-July25-hotfix-20260522143014.csv|15-May26-20260522113056.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv|30-Jan26-20260522112627.csv,13,2026-05-15,[CHP-1694] ## UI ITEMS Reassign account modal // ## UI ITEMS Add contact modal // [CHP-1759] ## CRM SANITY TESTS Page Navigations // ## CRM SANITY TESTS Page Navigations // [CHP-1762] ## CRM SANITY TESTS Page Navigations // ## CRM SANITY TESTS Page Navigations // [CHP-1763] ## CRM SANITY TESTS Stage // ## CRM SANITY TESTS Production,FULLY_TRACED,None
CHP-2405,QE:: [MC1]: Automate Quotes Flows,Sales,Quotes,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,24,CHP-1145|CHP-1149|CHP-1150|CHP-1483|CHP-1546|CHP-1593|CHP-1594|CHP-1595|CHP-1596|CHP-1597|CHP-1598|CHP-1922|CHP-2236|CHP-2382|CHP-2387|CHP-2396|CHP-2399|CHP-2402|CHP-2403|CHP-2404|CHP-2406|CHP-2407|CHP-2949|CHP-2992,9,9,37.5,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|03-April26-02-20260522112839.csv|03-April26-02-20260522112843.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|15-May26-20260522113056.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv|30-Jan26-20260522112627.csv|8-Dec25 Release-20260522143509.csv,13,2026-05-15,"[CHP-1593] update show tags column on list view // [CHP-1594] Private ( https Quote fixes // [CHP-1922] QE note Payload value matches UI calculation // [CHP-2236] ## CRM SANITY TESTS Page Search
yes
yes // ## CRM SANITY TESTS Page Search
yes
yes",FULLY_TRACED,None
CHP-3066,Sourcing Request - Navigation and Sourcing Request Dashboard,UI,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-269|CHP-2997|CHP-3117|CHP-3968,2,2,50.0,18,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|12-Jan26-20260522112602.csv|15-May26-20260522113056.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|25-Aug25-hotfix-20260522143058.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,12,2026-05-15,[qe-verified] Create Sourcing Request from RFQ // [qe-verified] Add Offers to Sourcing Request // [qe-verified] Create Sourcing Request from RFQ // [qe-verified] Add Offers to Sourcing Request,FULLY_TRACED,None
CHP-2959,QE:[MC1] Transaction API- Invoice Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-1077|CHP-1938|CHP-2554|CHP-316,4,4,100.0,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|05-May-26-20260522113027.csv|06-Aug25-hotfix-20260522143036.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|15-May26-20260522113056.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv|30-Jan26-20260522112627.csv,11,2026-05-15,[CHP-1077] feat Add CommonFabActions to InvoiceDetails FAB. // QE note Recalculation works correctly on edit // [CHP-1938] ## CRM SANITY TESTS Production // ## CRM SANITY TESTS Page Navigations // [CHP-2554] QE note Validation allows 0 and blocks negatives // [CHP-316] QE Remarks Sourcing offer section in Part Sourcing // PO Show Create Manual Part Option in PO flow,FULLY_TRACED,None
CHP-2698,[Spike] Superset Integration - Authentication approach,API,,needs grooming,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,18,CHP-1155|CHP-1301|CHP-1347|CHP-1735|CHP-2068|CHP-2473|CHP-265|CHP-266|CHP-2778|CHP-287|CHP-3576|CHP-416|CHP-465|CHP-470|CHP-561|CHP-675|CHP-702|CHP-909,9,8,50.0,0,YES,NO,01-Apr25-hotfix-20260522142918.csv|05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|07-Apr25-hotfix-20260522142930.csv|14-Apr26-20260522112905.csv|15-May26-20260522113056.csv|19-Jun25-hotfix-20260522142947.csv|21-April26-20260522112930.csv|30-Jan26-20260522112627.csv|8-Dec25 Release-20260522143509.csv,10,2026-05-15,"[CHP-1301] Search Integration . // Stock Hide cancel line action for primary line // [CHP-1347] Missed in production Yes
yes // Missed in production Yes
yes // [CHP-2473] QE Remarks Sourcing offer section in Part Sourcing // [CHP-2778] QE Remarks Sourcing offer section in Part Sourcing",FULLY_TRACED,None
CHP-2919,Sourcing Request - Market research and Pricing tab for logging pricing details,Purchasing,Sourcing Requests,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-1215|CHP-1236|CHP-1420|CHP-1693|CHP-2439|CHP-390,4,3,66.7,0,YES,NO,05-May-26-20260522113027.csv|15-May26-20260522113056.csv|17-Dec24-20260522141717.csv|27-Jan26-20260522112613.csv|31-Dec24-20260522141739.csv,5,2026-05-15,"[CHP-1215] General Keep the sorting of pricing same as part details - Uma // [CHP-1236] //app.clickup.com/t/8651091/CHP-1198
)
//app.clickup.com/t/8651091/CHP-1203
)
//app.clickup.com/t/86 // [CHP-1693] UI Enhancements into the Invoice details FAB to enable quick task/note actions. // QE Remarks Commen // [CHP-2439] RFQ Refresh UI global search cache when a contact is created",FULLY_TRACED,None
CHP-3052,Offers - Display open offers table on Purchase requests,UI,,in test process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-1811|CHP-3067|CHP-3205|CHP-3206,2,2,50.0,0,YES,NO,15-May26-20260522113056.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv|5 Nov25-20260522143348.csv,5,2026-05-15,[CHP-3205] update show tags column on list view // RFQ RFQ → Offers → Delete offer // [CHP-3206] Purchasing Sanity Tests Stage // CHP-3914 Sourcing Request List View Updates,FULLY_TRACED,None
CHP-3555,Invoices,UI,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-101|CHP-3165|CHP-848,3,3,100.0,2,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|12-Jan26-20260522112602.csv|12-May26-20260522113043.csv|13-May26-20260522113048.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|26-March26-20260522112803.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,12,2026-05-13,[qe-verified] ) // [qe-verified] ) // [CHP-101] Note Upload Excess // Note Upload Excess // [CHP-3165] fix(invoice) ) // Invoice Inbound sync Allocation quantity,FULLY_TRACED,None
CHP-2261,Develop Multiple Sourcing Plan capability,API,,ready for eng review,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,15,CHP-1152|CHP-1227|CHP-1231|CHP-1232|CHP-1390|CHP-257|CHP-3034|CHP-3170|CHP-341|CHP-349|CHP-350|CHP-3881|CHP-478|CHP-687|CHP-732,5,4,33.3,0,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|07-Apr25-20260522142924.csv|07-April26-20260522112847.csv|12-Jan26-20260522112602.csv|12-May26-20260522113043.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|6 Nov25-hotfix-20260522143355.csv|QE Release Notes 2026-20260522112607.csv,13,2026-05-12,[name-match] Sourcing: Enhance Historical Activity List // [name-match] Sourcing: Enhance Historical Activity List // [CHP-1231] General Project/BOM Health // [CHP-1232] CHP-1551 Project - Fetch total estimated cost,FULLY_TRACED,None
CHP-1777,QE:: [CRM]: Excess Projects,Parts,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,12,CHP-1764|CHP-1945|CHP-1947|CHP-1948|CHP-2053|CHP-2307|CHP-2555|CHP-2688|CHP-3841|CHP-643|CHP-644|CHP-754,8,8,66.7,7,YES,NO,01-Aug25-hotfix-20260522143031.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|08-July25-hotfix-20260522143008.csv|12-May26-20260522113043.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv|27-Jan26-20260522112613.csv|28-Feb25-20260522141841.csv|29-April26-20260522113014.csv|30-Jan26-20260522112627.csv,13,2026-05-12,[qe-verified] Production // [qe-verified] Production // [qe-verified] Production // [qe-verified] Production,FULLY_TRACED,None
CHP-3397,Purchase order - Complete Receiving and Create additional Stock Lines,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-1313|CHP-1314|CHP-1315|CHP-2340,3,3,75.0,0,YES,NO,06-Aug25-hotfix-20260522143036.csv|12-May26-20260522113043.csv|2-Feb26-20260522112632.csv|21-April26-20260522112930.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|5 Nov25-20260522143348.csv|QE Release Notes 2026-20260522112607.csv,10,2026-05-12,"[name-match] ) - refactoring of create project validation schema, // [CHP-1314] Invoice Inbound sync Allocation quantity // [CHP-1315] Note Validated navigation across key modules. // Note Validated navigation across key modules. // [CHP-2340] Stock Account contact list presenting phone details // Few Dashboard fixes Part Health - Account inf",FULLY_TRACED,None
CHP-670,Handling CRM Part Alternative data,API,,needs grooming,,NORMAL,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,12,CHP-1388|CHP-1853|CHP-2070|CHP-2075|CHP-2079|CHP-2357|CHP-3295|CHP-3528|CHP-3719|CHP-594|CHP-612|CHP-671,3,2,25.0,0,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|07-May-26-20260522113031.csv|08-Jan25-20260522141744.csv|12-Jan26-20260522112602.csv|19th Nov Release-20260522143421.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,12,2026-05-07,[name-match] Refactor AlternativeRow and Add // [name-match] Show System Alternative // [CHP-1853] Refactor xCRM Attributes & Sales user sync // Private ( https Limit the alternative list to the Sili // [CHP-3528] CHP-3528,FULLY_TRACED,None
CHP-2202,Request/Request Line details Edit Flow,UI,,in test process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-1008|CHP-2394|CHP-2395|CHP-2515|CHP-2797|CHP-3197|CHP-3218,3,3,42.9,0,YES,NO,01-April26-20260522112825.csv|07-May-26-20260522113031.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|21-April26-20260522112930.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|5 Nov25-20260522143348.csv|QE Release Notes 2026-20260522112607.csv,11,2026-05-07,[CHP-2394] fix(rfq-details) . // Stock Enforce permissions for stock details tabs // [CHP-2395] Note Pricing – IC // Note Pricing – IC // [CHP-3197] Update remove the locking on Allocation details on Order Line details for now,FULLY_TRACED,None
CHP-3846,Offer matching - Auto update related to RFQ and SO changes,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-3214|CHP-362|CHP-3709|CHP-3924,1,1,25.0,1,YES,NO,07-May-26-20260522113031.csv|25-Nov25-20260522143436.csv|28-April26-20260522113006.csv|28-Feb25-20260522141841.csv|31 Oct25-hotfix-20260522143342.csv,5,2026-05-07,"[qe-verified] Only #1 related to RFQ
*See PR for images.* // [CHP-3214] correlationId RFQ”-P
atched
## MC1 SANITY TESTS // Update Added a search box to the filter bar",FULLY_TRACED,None
CHP-2379,QE:: [MC1]: Automate Profile Flows,General,,created,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,14,CHP-1135|CHP-1140|CHP-1151|CHP-1242|CHP-1530|CHP-1573|CHP-1574|CHP-1658|CHP-1692|CHP-2381|CHP-2413|CHP-2419|CHP-3404|CHP-492,4,4,28.6,0,YES,NO,07-May-26-20260522113031.csv|08-July25-hotfix-20260522143008.csv|14-July25-hotfix-20260522143014.csv|28-April26-20260522113006.csv,4,2026-05-07,[CHP-1574] Update Added a search box to the filter bar // [CHP-2413] ## CRM SANITY TESTS Filters // ## CRM SANITY TESTS Filters // [CHP-2419] ## CRM SANITY TESTS Filters // ## CRM SANITY TESTS Filters // [CHP-492] QE note Did sanity.,FULLY_TRACED,None
CHP-2968,QE:[MC1] Transaction API- SourcingPlan Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-2508|CHP-3217,2,2,100.0,0,YES,NO,07-May-26-20260522113031.csv|30-Jan26-20260522112627.csv,2,2026-05-07,[CHP-2508] QE note Validation allows 0 and blocks negatives // [CHP-3217] Fixes SR Allocation List - Add SO Id Column // QE note Validation allows 0 and blocks negatives,FULLY_TRACED,None
CHP-1349,Add and Update Filters in Part Details - UI,Parts,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,14,CHP-1197|CHP-1350|CHP-1690|CHP-2694|CHP-2743|CHP-2858|CHP-3311|CHP-367|CHP-3677|CHP-3706|CHP-3713|CHP-3761|CHP-3786|CHP-580,9,5,64.3,0,YES,YES,01-Aug25-hotfix-20260522143031.csv|03-Sep25-hotifx-20260522143106.csv|05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|05-May-26-20260522113027.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|08-July25-hotfix-20260522143008.csv|10-Jan25-20260522141751.csv|12-Jan26-20260522112602.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|2-Feb26-20260522112632.csv|22-Aug25-20260522143052.csv|24-Jan26-20260522112618.csv|25-July25(data migration)-20260522143020.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|5 Nov25-20260522143348.csv|6 Nov25-hotfix-20260522143355.csv|QE Release Notes 2026-20260522112607.csv,23,2026-05-05,"[direct] //app.clickup.com/t/8651091/CHP-1344
)-Uma
//app.clickup.com/t/8651091/CHP-1312
)-Deepti
//app.click // [name-match] Update sourcing list to include manufacturer details ( // [CHP-1350] //app.clickup.com/t/8651091/CHP-1344
)-Uma
//app.clickup.com/t/8651091/CHP-1312
)-Deepti
//app.click // [CHP-1690] Search Integration . // General Redis Client Integration",FULLY_TRACED,None
CHP-2209,QE:: [CRM] Automate Accounts Listview - InActive,Accounts,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,16,CHP-1484|CHP-1545|CHP-1642|CHP-1862|CHP-1966|CHP-1980|CHP-2246|CHP-2327|CHP-2349|CHP-2444|CHP-2447|CHP-2503|CHP-2727|CHP-2731|CHP-2886|CHP-722,8,8,50.0,9,YES,NO,01-Aug25-hotfix-20260522143031.csv|02-April26-20260522112829.csv|05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|05-May-26-20260522113027.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|08-July25-hotfix-20260522143008.csv|12-Jan26-20260522112602.csv|13-Aug25-hotfix-20260522143044.csv|14-Apr26-20260522112905.csv|14-July25-hotfix-20260522143014.csv|2-Feb26-20260522112632.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv|24-Jan26-20260522112618.csv|25-July25(data migration)-20260522143020.csv|27-Jan26-20260522112613.csv|29-April26-20260522113014.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,22,2026-05-05,"[qe-verified] Confirmed the accuracy of list view details
yes // [qe-verified] Confirmed the accuracy of list view details
yes // [qe-verified] Confirmed the accuracy of list view details // [qe-verified] Confirmed the accuracy of list view details",FULLY_TRACED,None
CHP-3401,Purchase order - Allocation ,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,10,CHP-1442|CHP-1443|CHP-1445|CHP-249|CHP-357|CHP-3727|CHP-438|CHP-534|CHP-833|CHP-995,8,8,80.0,1,YES,NO,01-Aug25-hotfix-20260522143031.csv|02-April26-20260522112829.csv|05-May-26-20260522113027.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|07-April26-20260522112847.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-Apr26-20260522112905.csv|14-July25-hotfix-20260522143014.csv|22-Aug25-20260522143052.csv|24-Jan26-20260522112618.csv|25-July25(data migration)-20260522143020.csv|27-Jan26-20260522112613.csv|28-Nov25-20260522143443.csv,15,2026-05-05,[name-match] action – // [name-match] Market offers - List view // [CHP-1442] ## CRM SANITY TESTS Production // ## CRM SANITY TESTS Page Navigations // [CHP-1443] ## CRM SANITY TESTS Production // ## CRM SANITY TESTS Page Navigations,FULLY_TRACED,None
CHP-5598,All Accounts – Search and Ownership Request,UI,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-222|CHP-2474|CHP-2489|CHP-2710|CHP-2982|CHP-2999|CHP-3465,3,1,42.9,0,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|05-May-26-20260522113027.csv|08-July25-hotfix-20260522143008.csv|10-Sep25-20260522143133.csv|12-Jan26-20260522112602.csv|19th Nov Release-20260522143421.csv|2-Feb26-20260522112632.csv|22-Aug25-20260522143052.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,14,2026-05-05,"[name-match] Account summary - Layout for smaller size // [name-match] Lead Account & Transfer
yes
issue // [CHP-2710] CHP-2710 // )
//app.clickup.com/t/8651091/CHP-2834
)
//app.clickup.com/t/8651091/CHP-2868
)
//app.cl // [CHP-2999] Note Confirmed that an MPN change creates a new request line. // Note Confirmed that an MPN change c",FULLY_TRACED,None
CHP-2452,Inventory Service,API,,in dev process,,URGENT,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,9,CHP-1382|CHP-139|CHP-1787|CHP-1809|CHP-1927|CHP-236|CHP-3851|CHP-483|CHP-740,3,3,33.3,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|05-May-26-20260522113027.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv|28-April26-20260522113006.csv|29-April26-20260522113014.csv|5 Nov25-20260522143348.csv,12,2026-05-05,"[CHP-139] Enable Search for Invoice ) // Enable Search for Invoice ) // [CHP-1927] ## CRM SANITY TESTS Global Search
yes
yes // ## CRM SANITY TESTS Page Search
yes
yes // [CHP-483] refactor ) // refactor )",FULLY_TRACED,None
CHP-2128,Tasks - Details Panel (In progress),UI,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-1019|CHP-1864|CHP-698|CHP-763,2,2,50.0,0,YES,NO,02-April26-20260522112829.csv|05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|05-May-26-20260522113027.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|21-April26-20260522112930.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,12,2026-05-05,[CHP-1019] refactor(account details) Pass Sourcing Type to backend // refactor(account details) make ROHS edita // [CHP-1864] QE notes RFQ Line – Info pane improvements –,FULLY_TRACED,None
CHP-1271,Events service configuration,API,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,25,CHP-1049|CHP-1119|CHP-1120|CHP-1219|CHP-1272|CHP-1273|CHP-135|CHP-1383|CHP-1384|CHP-1553|CHP-1845|CHP-1958|CHP-2278|CHP-243|CHP-2463|CHP-2471|CHP-286|CHP-351|CHP-5608|CHP-600|CHP-619|CHP-683|CHP-704|CHP-708|CHP-92,9,5,36.0,1,YES,NO,05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|07-April26-20260522112847.csv|14-Apr26-20260522112905.csv|22-Aug25-20260522143052.csv|22-Nov24-20260522141636.csv|27-Jan26-20260522112613.csv,7,2026-05-05,"[qe-verified] PO User name reconciliation // [CHP-1049] MC1 <> CRM end to end testing
//app.clickup.com/t/8651091/CHP-1049 // [CHP-1845] Search Integration . // General Redis Client Integration // [CHP-2278] BOM Health email limiting to 30 lines
//app.clickup.com/t/8651091/CHP-2831
)- Edit contact not enabl",FULLY_TRACED,None
CHP-2969,QE:[MC1] Transaction API- Tag Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-2510|CHP-2639|CHP-2808|CHP-3597,3,2,75.0,0,YES,NO,05-May-26-20260522113027.csv|10 Oct25-20260522143236.csv|21-April26-20260522112930.csv|30-Jan26-20260522112627.csv|31 Oct25-hotfix-20260522143342.csv|8-Dec25 Release-20260522143509.csv,6,2026-05-05,"[CHP-2510] feat Add CommonFabActions to InvoiceDetails FAB. // Stock Enforce permissions for stock details tabs // [CHP-2808] //app.clickup.com/t/8651091/CHP-2808
)
//app.clickup.com/t/8651091/CHP-3212
)
//app.clickup.com/t/86 // [CHP-3597] //app.clickup.com/t/8651091/CHP-3386
)
//app.clickup.com/t/8651091/CHP-2897
) - Existing issues
//ap",FULLY_TRACED,None
CHP-695,Data Migration (Connect),Accounts,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,9,CHP-1299|CHP-2365|CHP-2848|CHP-3873|CHP-499|CHP-769|CHP-87|CHP-944|CHP-97,5,5,55.6,0,YES,NO,05-May-26-20260522113027.csv|14-Apr26-20260522112905.csv|21-April26-20260522112930.csv|25-Aug25-hotfix-20260522143058.csv|28-April26-20260522113006.csv|31 Oct25-hotfix-20260522143342.csv,6,2026-05-05,"[CHP-2365] Search Integration . // PO Creation from Offer ) // [CHP-2848] ## UI ITEMS Remove the parent account from the General island → save → parent ac // Accounts and Con // [CHP-3873] feat(nav) add sub navitems for account // [CHP-499] feat )
there are two required integration items:",FULLY_TRACED,None
CHP-3392,Purchase order - Auto Create stock line on PO creation ,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,13,CHP-1389|CHP-1411|CHP-1713|CHP-1818|CHP-3146|CHP-3587|CHP-3882|CHP-3923|CHP-523|CHP-5596|CHP-572|CHP-576|CHP-593,5,4,38.5,0,YES,NO,05-May-26-20260522113027.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|14-Apr26-20260522112905.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv,6,2026-05-05,"[name-match] ) - refactoring of create project validation schema, // [CHP-3587] General Redis Client Integration // feat )
there are two required integration items: // [CHP-3882] )
//app.clickup.com/t/8651091/CHP-3882 // RFQ - Add fund code (Currency) in Create RFQ modal (Alread // [CHP-572] Parts Navbar – Add create actions (enabled only on stage)",FULLY_TRACED,None
CHP-1655,Hierarchy API management,API,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,16,CHP-1647|CHP-2054|CHP-2230|CHP-3045|CHP-3284|CHP-344|CHP-3912|CHP-445|CHP-464|CHP-673|CHP-710|CHP-714|CHP-715|CHP-716|CHP-760|CHP-838,3,3,18.8,0,YES,NO,05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|10-Sep25-20260522143133.csv|12-Jan26-20260522112602.csv|21-April26-20260522112930.csv,5,2026-05-05,[name-match] Databit enhancement // [name-match] Account Enhancements // [CHP-2230] Accounts and Contacts Open Accounts tab for Accounts // [CHP-344] Search Integration .,FULLY_TRACED,None
