Req_ID,Req_Name,Component,Release_Count,Hotfix_Count,Traceability_Status,Related_Components,Tags,Severity,Deploy_Touch_Count,Last_Release_Date,Impact_Score,Risk_Level,Blast_Radius
CHP-2438,Prepare to release July 2 (UI),,1,8,DEPLOYED_TESTED,,,,8,2025.07.08,60,HIGH,General | untagged | 8 deploy touches
CHP-3901,Offer Matching,,1,0,VERIFIED,,[backend],,0,2024-12-31,15,LOW,General | [backend] | 0 deploy touches
CHP-1189,Part - Sourcing plan,,2,0,VERIFIED,,,,2,2024-12-17,15,LOW,General | untagged | 2 deploy touches
CHP-1192,Quotes - Routes,,1,0,DEPLOYED_TESTED,,,,1,2024-12-17,15,LOW,General | untagged | 1 deploy touches
CHP-1194,Formik optimization - Invite your team modal,,1,0,DEPLOYED_TESTED,,,,1,2024-12-17,15,LOW,General | untagged | 1 deploy touches
CHP-1198,Minor UI enhancenments for Bom Upload,,1,0,DEPLOYED_TESTED,,,,1,2024-12-17,15,LOW,General | untagged | 1 deploy touches
CHP-1236,Allow MPNs to have quick view and link to part in BOM Pricing tab and pricing side pane,,1,0,DEPLOYED_TESTED,,,,1,2024-12-17,15,LOW,General | untagged | 1 deploy touches
CHP-1252,Bids doc integration,,1,0,DEPLOYED_TESTED,,[ui],,1,2024-12-17,15,LOW,General | [ui] | 1 deploy touches
CHP-665,Internal - Modals enhancements,,1,0,DEPLOYED_TESTED,,,,1,2024-12-17,15,LOW,General | untagged | 1 deploy touches
CHP-2863,Updating the primary contact in an account,,1,0,VERIFIED,,[backend],,0,2024-12-05,15,LOW,General | [backend] | 0 deploy touches
CHP-1157,Order Chevron minor UI ,,1,0,VERIFIED,,,,1,2024-12-02,15,LOW,General | untagged | 1 deploy touches
CHP-1164,Project - Remove items from sourcing plan,,1,0,VERIFIED,,,,1,2024-12-02,15,LOW,General | untagged | 1 deploy touches
CHP-1165,Project -> Part details changes,,1,0,VERIFIED,,,,1,2024-12-02,15,LOW,General | untagged | 1 deploy touches
CHP-614,Parts - Projects tab,,1,0,VERIFIED,,,,1,2024-12-02,15,LOW,General | untagged | 1 deploy touches
CHP-1049,Excess - Overview widget,,1,0,DEPLOYED_TESTED,,,,1,2024-11-22,15,LOW,General | untagged | 1 deploy touches
CHP-1098,Parts - Compare alternatives,,1,0,VERIFIED,,,,1,2024-11-22,15,LOW,General | untagged | 1 deploy touches
CHP-1101,People table improvements,,1,0,VERIFIED,,,,1,2024-11-22,15,LOW,General | untagged | 1 deploy touches
CHP-1113,"Change labels ""Target Price"" to ""Unit Price"" in modals",,1,0,VERIFIED,,,,1,2024-11-22,15,LOW,General | untagged | 1 deploy touches
CHP-1121,Skeleton for Side Pane,,1,0,DEPLOYED_TESTED,,,,1,2024-11-22,15,LOW,General | untagged | 1 deploy touches
CHP-1130,Auth & route improvements P1,,1,0,DEPLOYED_TESTED,,,,1,2024-11-22,15,LOW,General | untagged | 1 deploy touches
CHP-919,Projects - Parts details columns picker,,1,0,VERIFIED,,,,1,2024-11-22,15,LOW,General | untagged | 1 deploy touches
CHP-959,Add Chip1 Risk score and level to Part Tracker,,1,0,VERIFIED,,,,0,2024-11-22,15,LOW,General | untagged | 0 deploy touches
CHP-3212,MC1 IC source UI changes,,1,0,DEPLOYED_TESTED,,,,1,10.10.2025,15,LOW,General | untagged | 1 deploy touches
CHP-3251,Rename Archive Projects to Delete Projects,,1,0,DEPLOYED_TESTED,,,,1,10.10.2025,15,LOW,General | untagged | 1 deploy touches
CHP-1119,Change in connect service to remove contactId translation,Backend,0,0,UNTESTED,,[backend],,0,,10,LOW,Backend | [backend] | 0 deploy touches
CHP-2118,Remove images from Account Summary -> Specific info cards,UI,0,0,UNTESTED,,[account-summary],,0,,10,LOW,UI | [account-summary] | 0 deploy touches
CHP-2119,Account Summary -> Top Parts : Image has to be added,UI,0,0,UNTESTED,,[account-summary],,0,,10,LOW,UI | [account-summary] | 0 deploy touches
CHP-2338,'Refresh Now' overlaps the dashboard search box when we scroll,UI,0,0,UNTESTED,,,,0,,10,LOW,UI | untagged | 0 deploy touches
CHP-2622,QE HF validations for accounts-contacts data migration (29 July25),Data,0,0,UNTESTED,,,,0,,10,LOW,Data | untagged | 0 deploy touches
CHP-2644,Quotes page fails to load in dev crm with 'Invalid currency code',Backend,0,0,UNTESTED,,"[august_release1, pageload, quotes]",,0,,10,LOW,"Backend | [august_release1, pageload, quotes] | 0 deploy touches"
CHP-100,Setup logging with Loki/Grafana,,0,0,UNTESTED,,[blocked],,0,,0,LOW,General | [blocked] | 0 deploy touches
CHP-1008,Excess - Fill the first widget with data from API,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1012,UI Links adjustments,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1013,Auto scrolling up the dashboard.,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1065,Implement check if entityIdMapping record already exists before connect processing,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1073,Validate data from CRM to DW for chip1 reporting,,0,0,UNTESTED,,[data],,0,,0,LOW,General | [data] | 0 deploy touches
CHP-1074,Report data validations for metrics with CRM,,0,0,UNTESTED,,[data],,0,,0,LOW,General | [data] | 0 deploy touches
CHP-1076,Chip1 reports feedback changes set 3,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1078,"Change Salesperson logic and add account type, manager filters",,0,0,UNTESTED,,[data],,0,,0,LOW,General | [data] | 0 deploy touches
CHP-1079,Excess - Bids - Empty state,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1080,Project - Status overview change,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1083, Remove Empty Dashboard Image (Chip1 Logo at background),,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1085,Connect kafka prod setup,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1093,Chip1 :: github :: api-hub :: push to develop,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-110,Define connect data model,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1103,QE::Execute the test cases for Lead Accounts-Contacts,,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1104,QE::Execute the test cases for Lead opportunity,,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1105,QE::Execute CRM e2e tests for Rfq,,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-111,Learning Jolt library,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1114,Chat POC - Provide POC branch,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1120,Change in the mc1-core service to remove contactId dependency,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1124,Implement opportunity PATCH call through connect.,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1135,QE::Backend:Automate File Upload API(P0s),,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1136,QE::Backend:Automate MC1 Account API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1139,QE::Backend:Automate MC1 User API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1140,QE::Backend:Automate People API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1141,QE::Backend:Automate Part Activity API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1144,QE::Backend:Automate Part API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1145,QE::Backend:Automate Invoice API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1146,QE::Backend:Automate Order API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1147,QE::Backend:Automate Part Price API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1148,QE::Backend:Automate Projects API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1149,QE::Backend:Automate Quotes API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1150,QE::Backend:Automate Quote Item API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1151,QE::Backend:Automate RFQ API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1152,QE::Backend:Automate Sourcing Plan API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1153,QE::Backend:Automate Search API(P0s),,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1154,QE::Backend: Refactor & Review Authentication P0s,,0,0,UNTESTED,,"[qe, backend-automation]",,0,,0,LOW,"General | [qe, backend-automation] | 0 deploy touches"
CHP-1155,Modify log messages in connect after downstream API calls to show appropriate error code or success code,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1159,Add blacklist accounts in the connect service,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-116,Define Connect platform architecture,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1160,Enhance connect processing to work without receiving operation type in incoming payload,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-117,Create sample dataset in power BI using chip1 data,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1171,Connect - Develop a capability to pass the excess file and other data to the CRM,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1174,Connect - Receive the bids document webhook from the CRM,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1190,Revisit entity screen scroll,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1193,Improvements to MC1 Invitation and OTP Email Templates,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1196,Managing data display through flags in the MC1 app,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1197,Remove filters in Project tab under part details,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1219,Return user to intended URL after log in,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1227,Connect - develop BOM file sync API,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1228,Connect - develop project item sync API,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1229,Connect - develop project item sync bulk API,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1230,Connect - Enhance the rfq flow to support mapping with the bom item,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1233,Develop project item sync in bulk,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1234,Enhance the rfq flow to pass project Id and type,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1239,QE::Backend:Automate MC1 Account API(P1s),,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1240,QE::Backend:Automate MC1 user API(P1s),,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1241,QE::Backend:Automate Product category APIs(P1s),,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1242,QE::Backend:Automate People APIs(P1s),,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1243,QE::Backend:Automate Vendor APIs(P1s),,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-125,Setup CICD,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1250,Invite collaborators for editing Projects [Bom/Excess],,0,0,UNTESTED,,"[backend, mc1]",,0,,0,LOW,"General | [backend, mc1] | 0 deploy touches"
CHP-1259,Topic partition revisit in Connect service,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-126,"Learn the latest dependencies to be used, define new approaches, update base template",,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1269,Connect - Handle the webhook request to map the item id,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-127,Define Account data model - General info,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1272,Setup multi-tenant event service in the Altir Sandbox env,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1273,Event service configuration - chip1 tenant & notification service,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1278,Remove Zoho cookie prompt,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1285,Business Type Selection for New Account Creation - UI,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1298,"Add ""Target Price per 100"" Field in BOM Upload Template - UI",,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1299,Configure migration changes in Connect service,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-130,Define Requirements data model,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1304,Rename PCN Document Links,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1308,QE: run jenkins job to run backend tests daily regression,,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1313,RFQ outbound - Saving additional attributes,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-133,Setup Dev environment,,0,0,UNTESTED,,[blocked],,0,,0,LOW,General | [blocked] | 0 deploy touches
CHP-135,Setup identity service with keycloak,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1364,Replace images for emails,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-137,Firewall rules,,0,0,UNTESTED,,[blocked],,0,,0,LOW,General | [blocked] | 0 deploy touches
CHP-138,Cloud SQL adjustments,,0,0,UNTESTED,,[blocked],,0,,0,LOW,General | [blocked] | 0 deploy touches
CHP-1381,Adding events-client dependency with Notifications service,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1382,Adding events-client dependency with Identity service,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1383,Events framework - Tenants & Rules creation,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1384,End to end testing - Events service & Notifications service,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1388,Send event to CRM for part tracking.,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1389,Connect - Develop a feature to notify the CRM for part tracking,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1390,Connect - Develop a feature to receive the part availability intimation from the CRM,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1392,Update loading of rules from elastic using pointer/cursor to avoid limit 10000,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1411,Upgrade ESLint to v9 (still v8) and migrate to flat config,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1420,Order :: Invoices :: Add UI mapping for invoice status,,0,0,UNTESTED,,[ui],,0,,0,LOW,General | [ui] | 0 deploy touches
CHP-1421,Zoho chat routing,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1423,Tech debt - Review ToDo's,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1448,DevOps::Need access for Chip1 RDS from Altir sandbox account,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1460,"Authorization - Handling Roles, Permissions, and Datagroups",,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1467,QE::Automate New user - Personal Info flow,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1468,QE::Automate New user - Business Info flow,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1470,Transaction service - Tech debt/minor fixes,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1480,QE::UI::Automate Quick Action - Upload BOM,,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1481,QE::UI:: Automate Quick Action - RFQ,,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1483,QE::UI::Automate Quick Action - Sell Excess,,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1484,QE::UI::Automate Quick Action - Invitation,,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1485,QE::UI::Automate Switch Account from Dashboard,,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1486,QE::UI::Search from Dashboard page,,0,0,UNTESTED,,[qe],,0,,0,LOW,General | [qe] | 0 deploy touches
CHP-1488,QE::UI::Automate search parts-internal,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1489,QE::UI::Automate search parts- external,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1490,QE::UI::Automate search projects,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1491,QE::UI::Automate search quotes,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1493,QE::UI::Automate search by part-validate projects,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1494,QE::UI::Automate search by part-validate quotes,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1495,QE::UI::Automate search by part-validate orders,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1496,QE::UI::Automate search part without category-validate result set,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1497,QE::UI::Automate recent part searches,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1499,QE:UI::Automate recent quote searches,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1500,QE::UI::Automate recent order searches,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1501,QE::UI::Automate recents,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1502,"Update Text and Tooltip for ""Quote Pending - Quote Pending - Limited Stock",,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1511,Fetch PCN and Notify users and Refresh parts,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1517,UI: Zoho chat enabled env variable,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1518,Keycloak :: Tenant-scoped OTP templates,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1527,QE::UI:: Automate Invitation flow from Fab,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1528,QE::UI:: Automate Invited section,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1529,QE::UI:: Automate All section in Invitation flow,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1530,QE::UI:: Automate All people list in account,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1532,Connect enhancement - Adding manufacturer name in jolt specs,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1541,QE::UI::Automate Quick view of part,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1542,QE::UI::Automate part hero,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1543,QE::UI::Automate Risk analysis of part,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1544,QE::UI::Automate Part Details params,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1546,QE::UI::Automate Quotes section of part,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1553,Integrate events-client,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1559,QE::UI::Automate Logout functionality,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-156,Evaluate the identity service as an identity provider to other Altir Apps ,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1562,User Management in Admin Console,,0,0,UNTESTED,,[mc1],,0,,0,LOW,General | [mc1] | 0 deploy touches
CHP-1565,QE::UI:Automate All Parts List,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1566,QE::UI::Automate Tracked Parts in All,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1567,QE::UI::Automate Recent Activity part on top,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1568,QE::UI:: Automate Track Part- From Part Details Fab,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1569,QE::UI:: Automate Track Part- From Part Details,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1570,QE::UI:: Automate Tracked Parts list,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1573,QE::UI:Automate Upload a BOM w/o file,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1575,QE::UI:: Automate Download BOM Template,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1577,QE::UI:: Automate Sell Excess w/o file,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1578,QE::UI:: Automate Sell Excess with file,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-159,Connect & Events handshaking,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1595,QE::UI:: Automate Quote details view,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1596,QE::UI:: Automate Quotes- RFQ from Project,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1597,QE::UI:: Automate Quotes- RFQ from Part,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1598,QE::UI::Automate Quotes- RFQ from Dashboard,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1605,Setup fn-events for prod environment,,0,0,UNTESTED,,[infra],,0,,0,LOW,General | [infra] | 0 deploy touches
CHP-1612,QE::UI::Orders-list view,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1613,QE::UI::Order Overview,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1615,QE::UI::Order Parts,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1620,Connect - Outbound & Inbound User update sync,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-163,Define parts data model,,0,0,UNTESTED,,,,0,,0,LOW,General | untagged | 0 deploy touches
CHP-1644,Connect - Outbound Account update sync,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1647,CRM :: Search pane,,0,0,UNTESTED,,"[ui, crm]",,0,,0,LOW,"General | [ui, crm] | 0 deploy touches"
CHP-1649,CRM :: Part info pane,,0,0,UNTESTED,,"[ui, crm]",,0,,0,LOW,"General | [ui, crm] | 0 deploy touches"
CHP-1652,Create github repo : chip1-common,,0,0,UNTESTED,,[infra],,0,,0,LOW,General | [infra] | 0 deploy touches
CHP-1654,Company API management,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1655,Hierarchy API management,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1656,Identify and implement events-rerouting without downtime for events-client implementation,,0,0,UNTESTED,,[backend],,0,,0,LOW,General | [backend] | 0 deploy touches
CHP-1658,QE::UI::Automate Wrong Otp,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
CHP-1659,QE::UI::Automate Existing User- Recents Lists,,0,0,UNTESTED,,"[qe, ui-automation]",,0,,0,LOW,"General | [qe, ui-automation] | 0 deploy touches"
