Area,Title,Description,Priority,Status,Assigned To,Change,Type,Target Date,QE comments,Created by,Created on
RFQ Entity,RFQ & Sales Order,"Reorganise the fields of Part Details:

The fields and re-organised and the create a separate accordion for Opportunity (wherever we have this)

Design: Link",P1,Done,Vinay Bajjuri,UI,Sales,,,Dipak Majhi,"Mar 12, 2026"
RFQ Entity,RFQ Gaps - 03/23,"1. RoHS value is not getting populated (US26RQ-52421.01)✅
2. Category, Supplier Package is not populated for some parts (US26RQ-52421.01)✅
3. Add field sourcing type of RFQ details and copy that over to SR. 
  1. In create, add it to the same row where we have req type, req source✅
  2. In details also add it to the same row as req type, source etc. (see below for additional changes)✅
4. In RFQ details create a separate accordian caled Opportunity and move the following
  1. Row 1 -  req type, req level, req source, Sourcing Type✅
  2. Row 2 - Notes ✅
5. Move Create by to Account Info under, contact and also add created on, both should be read only.✅
6. Rename “Opportunity and Requirements” to Part Requirements. Add MPN, Mfg CPN and Qty as summarization values on accordion✅
7. Add Alternative Type in RFQ alernate section similar to create✅
8. In Create RFQ for Quote add qty column and copy it over to quote.✅
9. [new] Add sales person to the create modal under contact. Default it to the one from the account. ✅",P0,Done,"Om Sreenivasan,Vinay Bajjuri,Srinidhi Gundimi","UI,BE",Sales,"Mar 25, 2026",,Dipak Majhi,"Mar 12, 2026"
RFQ Entity,"RFQ Sync Gaps ","All Issues are outlined in the ticket CHP-5575

1. Check why the contact and salesperson information is missing for this RFQ link in APEX. I can see them in xCRM
2. Dual Use and Supplier Package Quantity are not getting synced to xCRM✅
3. Additional sync issues reported by Abhinay
  * Currency not set✅
  * 2.salesman in empty✅
  * 3.notes value getting reset post patch update came✅
  * 4. ROHS not synced ✅(Expectation is to select “undefined” dropdown option in xcrm)
  * 5.SUPPLIER PACKAGE QUANTITY not synced✅
  * 6.MARKET CONDITION not synced✅
  * 7.DUAL USE(2 fields) not synced ✅",P0,Done,"Srinidhi Gundimi,Om Sreenivasan",Sync,Sales,"Mar 25, 2026","  * 4. ROHS not synced❌ -In Apex, it appears as “RoHS Version,” whereas in XCRM it is “RoHS” with dropdown values.what is the expectation here Om Sreenivasan? 
  * 6.MARKET CONDITION  - still not synced❌",Sai Nagboth,"Mar 23, 2026"
RFQ Entity,Quote gaps - 03/23,"1. In Offers -> Quote, the following information is not carried from RFQ/Offer into the Quote
  * Only Missing MFG label is displayed. The other 2 labels are missing✅
  * The notes that were entered in the RFQ are missing (check RFQ details notes and also enter the notes from xCRM)✅
  * Payment Terms are not getting carried (from the account)✅
  * Expires on Date is not fully displayed. See the screenshot)✅
2. In RFQ -> Quote, the following information is not populated from RFQ
  * Labels, Warranty Accepted by Sales, Part Condition Accepted by Sales, Expires On and Payment terms (from Account)✅
  * Upon saving same info is not getting stored as well.)✅
3. Add currency field to quote similar to rfq.✅
4. Quote list view, remove the generate PDF option for now to avoid confusion. Only show view PDF.✅
5. [new] Introduce currency attribute for quote during creation. BE should already support it. Based on the selection, we need to honor currency dispaly for all cost fields.✅",P0,Done,"Vinay Bajjuri,Om Sreenivasan",UI,Sales,"Mar 25, 2026",,Sai Nagboth,"Mar 23, 2026"
RFQ Entity,Create SO from Quote permission,Put Create SO and Attach SO option from Quote 3 dots in an RFQ under Create Order permission,P0,Done,Vinay Bajjuri,UI,Sales,"Mar 25, 2026",,Sai Nagboth,"Mar 24, 2026"
RFQ Entity,Addition of Timestamp,"Add full timestamp in:

1. Parts > By MPN (Last Activity)
2. Parts > Account Parts (Last Activity)
3. Parts > Part Health (Updated On, Previous)
4. Quotes > Expired Quotes (Expiration)
5. Sales > Sales Order Lines (Shipped On)
6. Purchasing > Sourcing Request > Requests (Status)
7. Purchasing > Sourcing Request > Offers (Status)
8. Purchasing > PO Lines (Status Date)

  9. Warehouse > Stock Lines (Last Updated, Status)",P1,Done,Vinay Bajjuri,UI,,"Mar 26, 2026",,Dipak Majhi,"Mar 25, 2026"
RFQ Entity,Add Notes Field in Status Update,"In the Status Update option in SO, Market Offers, SR, Receiving Lines, also add a text field to capture Notes",P1,Done,Shivananda Sai,UI,,"Mar 26, 2026",,Dipak Majhi,"Mar 25, 2026"
RFQ Entity,Improvements to RFQ copy paste,"One of the challenge with RFQ copy paste is being able to select the required fields which are Req Type, Req level and Req source. These values are not usually present in any info sent by customer as this is internal. To address it, can we do the following



1. Add 3 drop downs for default values of Req Level, Req Type and Req Source above copy paste. We can say Default Values.
2. Always add 3 fields at the end of each row for Req Level, Req Type and Req Source. Pre-populate with default values if exist. 
3. Allow changing of default values at the top with a link/button to say apply. Applying to all.
4. Given an option to edit all where one can override/add the missing values. 
5. We could also always keep these 3 additional fields in edit mode so selection/updation can be easily sone. ",P0,Done,"Alex Yermakov,Om Sreenivasan",UI,Sales,"Mar 26, 2026",,Sai Nagboth,"Mar 24, 2026"
SO List View,Show sub-status,Show Sub status in list view. Might need some design input on placement,P1,Done,Vinay Bajjuri,UI,Sales,,,Sai Nagboth,"Mar 8, 2026"
SO - Details,Ready to Ship Statuses,"Validate the automated status update flows, especially the ones to pay attention to are

1. When Stock Line is updated to Inspected and passed/failed, SO Line should reflect as Inspected → Passed/Failed✅
2. When Stock line is in “QC Started” then mark status “Procured” → QC Started✅
3. When Stock Line is updated to “Released for shipping” it should mark SO line as “Ready to Ship”. If more than one SL is allocated then add partial flag to SO Line status.
4. When Stock Line is updated to “On Hold” then SO Line status should be “Inspected” → On Hold
5. When Shipment is created, SO Line should be ‘Ready to Ship” → “Shipment Created”
6. If Shipment in “Ready to ship” then mark status as “Ready for Ship” → Shipment Pending
7. If Shipment in “Shipped” then mark status as “Shipped” → Shipped",P0,Done,Tejaswini Allagadda,BE,Sales,,,Sai Nagboth,"Mar 1, 2026"
SO - Details,SO PDF generation,Complete generation of SO pdf based on gaps as per CHP-3813,P1,Done,Srinidhi Gundimi,BE,Sales,,,Sai Nagboth,"Mar 1, 2026"
SO - Details,Objections - UI,"Change the UI more as follows.

1. A user can select one or more objections and say add. ✅
2. Upon adding show the added objection in a table or as a list.✅
3. Each objection will have Objection name, created by and Created on. ✅
4. Each row can be deleted.✅



Consider allowing this edit based on a permission. Check with Sandeep Thatikonda  for permission. This permission should be available only to Admin. 

On UI pattern if needed check with Alexey.",P1,Done,"Vinay Bajjuri,Deepti Vaidyula",UI,Sales,,18/03: Edit permission is available for non-admin users like ‘Purchasing Manager’,Sai Nagboth,"Mar 2, 2026"
SO - Details,SO Status,"Do not set the SO to closed upon update of status. Instead we will do it based on a job.
The same logic as today but will be based on the date being 7 days after the status updated date. This will make sure people see these records before they are marked as closed",P1,Done,Tejaswini Allagadda,BE,Sales,"Mar 13, 2026",,Sai Nagboth,"Mar 10, 2026"
SO - Details,Objections - BE,Make the objection as a list in SO with each objection having date added and added by. The objections available can be used based on xCRM.,P1,Done,Tejaswini Allagadda,BE,Sales,,,Sai Nagboth,"Mar 2, 2026"
SO - Details,SO list view - ICP,"Add Sales Person name option similar to which we have for RFQs .

Canny Item",P0,Done,Vinay Bajjuri,,,,,Satish Bathini,"Mar 3, 2026"
SO - Details,SO Creation Validations,"Implement validation as per  CHP-5556

",P1,On Production,"Vinay Bajjuri,Nikhil Kumar Singh",BE,Sales,,,Sai Nagboth,"Mar 8, 2026"
SO - Details,SO Sync validations & Fixes,"Validate SO sync gaps and make fixes. All issues outlined in the ticket CHP-5576



1. PROD - US26SO-832863 - SO that had 3 lines and only 2 are in xcrm and status is not correct. Needs validation.
2. Abhinay validated SO flow and US26SO00464 corresponding to ",P0,On Production,"Srinidhi Gundimi,Pranab Dutta,Sandeep Thatikonda,Abhinay Sharma",Sync,Sales,,"[Pranab 15/04] - Here is the latest update on US26SO-832863.

1. 3 Lines were synced in the Apex
2. The Apex is showing the status as per the xcrm SO items.
3. We are not syncing the shipment, hence the shipment qty is not reflected in the Apex.",Sai Nagboth,"Mar 26, 2026"
SO - Details,SO Shipment sync improvements,"Need to sync shipment updates to Apex and update allocations.

Implement as per this ticket CHP-5601",P0,On Production,"Sheikh Habib,Nikhil Kumar Singh",Sync,Sales,"Apr 23, 2026","[Pranab]Need changes from xcrm - Zohaib

[Pranab 20/4] - BE changes are done by Habib

[Pranab, 04/05] Connect change is also done. E2E testing is pending.",Sai Nagboth,"Apr 16, 2026"
SO - Details,Billing and Shipping Contact,"If a billing contact and shipping contact is not present in account, default it to primary contact.",P1,Done,"Vinay Bajjuri,Nikhil Kumar Singh",,Sales,,,Om Sreenivasan,"Mar 11, 2026"
SO - Details,Changes to document approval flow,"For request for purchasing remove the Document validation check. ",P1,Done,Phani Yedidi,BE,"Purchasing,Sales",,,Sai Nagboth,"Mar 8, 2026"
SO - Details,,Add fundcode / Currency as a field in Market Offers and Sourcing Request forms,P0,Done,"Tejaswini Allagadda,Vinay Bajjuri","BE,UI",Purchasing,"Mar 28, 2026",,Dipak Majhi,"Mar 27, 2026"
SO - Details,Sales Flow,"FE:

1. In Account Details , taxPercent , payTerms should be consumed from customerInfo , instead of invoice (DONE)
2. paymentDetails should be moved to billingInfoIsland (P1)
3. When preferenceType is email , lets have email and contact fields (P0)
4. remove billingContact on AccountIslands 
5. shippingMethod and accountNumber should be used from customerInfo.shippingMethod and customerInfo.accountNumber
6. 3 new fields should be added NDA, Quality Agreement ,Consignment, in Account Billing Island all of them are checkbox's with documents association (document part can be taken later ) - P1
7. Verified by , Verified on Credit Insurance should be user input fields instead of autopopulate and disabled - P1
8. Verified By and Verified on on Add Address should also be editable field with autopopulation and verified By should be user dropdown instead of text  - P1
9. IN create address add a new checkbox saying isDefault - P1
10. Multiple address with billingType should be allowed (Basically not restricting on type dropDown in Create Address) - P1
11. Verify if ID's are referring to correct data instead of customerInfo - P0
12. Remove tags on account item row on AccountList - P2 (to be reviewed)



BE

* Use all the ids under ids sectionmove out of customer info and supplier info and use them in IDs section
* Set only one address as default if any update comes with address as default unset other addresses from default
* Consider payment terms (from billing and invoice section) from customer into .payment terms instead of invoice billing",P1,On Production,"Shivananda Sai,Tejaswini Allagadda,Vinay Bajjuri","BE,UI",,,,Dipak Majhi,"Mar 31, 2026"
SO - Details,Re-run migration all SO,Re-migrate all SOs to fix any gaps post validation,P0,Done,Nagababu Guddati,Data,Data,,,Sai Nagboth,"Mar 10, 2026"
SO - Details,SO Enhancements,"1. Currency adjustment in RFQ/QUOTE/SO level✅
2. MFG suggestion while creating MPN manually✅
3. Payment terms should be fetched from account when creating quote✅
4. After SO is saved, Inco city is wrong- apex doesn’t fetch it automatically from account level- also when changing shipping address.-UI✅
5. When creating SO, the currency isn’t matching with quote✅
6. When SO is created- in General section no phone number is fetched for contact person✅
7. When SO is created- shipping address and inco city are wrong in inco terms section✅
8. When SO is created- no field with email appears in Invoice Delivery Mode section✅
9. When SO is created- in field ,, Add contact” apex shows entire list of contacts, not only list of contacts that are assigned to the account level✅
10. When SO is created- in section ,,Shipping Account Number”- Apex doesn’t fetch information which were saved while creating SO✅
11. IDs section in Account level:
* ,,our supplier #’’ should be changed into different wording -> ,,our vendor #’’✅
* ,,C1X supplier #” and ,, Our customer #”- should be created in drop down list✅

12. In main SO number ( DE26SO-30455) ,, Customer PO” is missing in document type section, but it exist in SO line number (DE26SO-30455.01)- what means that PO document is visible only from SO lines view, but not from main SO number view.✅

13. Admin and Export users should be able to edit fields in SO after sales person ( ICP) lock the line/lines in SO.❌-BE

14. Invoice text field is missing in SO creation level and in Account level✅-UI

15. Cateogry field is missing in SO creation level.✅

16. QC notes field is missing after SO is created-UI✅

17. When SO is created- 2 times ,, Account approval” exist in Order Checklist field✅(its not 2 times there are 2 types. One Account and other Accounts)

18. allow to delete filter presets✅

19. Add 'Last Updated' date in filter option in sales order✅

20. User is not able to open the task assigned to her.✅",P0,Done,"Vinay Bajjuri,Tejaswini Allagadda,Alexey Duduk","UI,BE",Sales,,,Dipak Majhi,"Mar 26, 2026"
SO - Details,Create SO improvements,"Need to make bunch of changes. 

1. Show Customer Number (id of type C1X Customer Code and Csutomer Vendor Code (id of type  Our Supplier#) next to Customer Account. This needs to be added to SO in account object.
2. Move contact to second line. Contact line should show phone number as well. Similar to RFQ. Phone number should be required. Allow inline editing similar to RFQ.
3. Payment Terms, Tax rate should be pre-poulated based on account.
4. Sales person should be pre-populated to RFQ → Sales person if created from RFQ or to User Entering
5. Add a drop down to show Billing Address next to Customer PO line. Default if only 1.
6. Shipping details
  1. Show shipping address as an agreegated text in the drop down and let them select it. No need to show second line 
  2. default the shipping address if only 1
7. Ship via, shipping account number should come from account. 
8. Inco terms and Inco city based on address
9. Move Inco terms and city to beginning and then Ship Via and Shipping Account number. Call Ship via as “Shipping Carrier”
10. Move Show in My Chip1 to bottom
11. Remove Add Source option
12. Make all required fields have *s, data code is missing stars
13. Prepopulate all needed line details from RFQ or Quote if started from it. Quote and then RFQ takes precdence.
14. Remove QC level as required field",P0,Done,"Shivananda Sai,Tejaswini Allagadda",UI,Sales,"Mar 27, 2026",,Sai Nagboth,"Mar 26, 2026"
SO - Details,"SO Sync issues - April 1st ",Outlined in CHP-5590,P0,Done,"Srinidhi Gundimi,Pranab Dutta","BE,Sync",Sales,"Apr 2, 2026",Need to review the task,Sai Nagboth,"Apr 1, 2026"
SO - Details,Ship Qty,"Xcrm doesn't send the ship qty hence the Apex isn't able to calculate the allocation qty.

(Canny item)",P0,On Production,Pranab Dutta,"Data,Sync",Sales,,,Dipak Majhi,"Apr 27, 2026"
WH - SO View,Default Filters,"Currently the default view includes filters of “Inspected”, “Ready to Ship” and “Shipped”. Make them explicit vs. as UI filters.",P1,Done,Vinay Bajjuri,UI,Sales,,,Sai Nagboth,"Mar 3, 2026"
WH - SO View,Microdashboard - WH Sales orders,"Add following cards  

1. Pending - Anything in “Inspected” Status
2. Pending Approvals - Anything that is “Inspected” and still has any approvals pending. 
3. Partially Ready to Ship - SO Lines that have Ready and Ship with partial flag false.
4. Ready to Ship - SO lines that are “Ready to ship” and Partial ship true.
5. Shipment Created - SO that have Shipments created
6. Shipped",P1,Done,"Andrey Kuznetcov,Sai Nagboth",BE,Sales,,,Sai Nagboth,"Mar 3, 2026"
General,UI Filter issue,Search value clears automatically after selecting a filter,P1,Done,Arvind Dhakar,UI,Warehouse,,,Umamahesh Mutyala,"Mar 2, 2026"
General," Notification - Task Template ",Implement task template for Notification similar to what was done for JK. Check with sandeep on template.,P0,Done,Nikhil Kumar Singh,BE,Sales,"Mar 11, 2026",,Sai Nagboth,"Mar 3, 2026"
General,BOM/XS Filtering,"When upload a list (BOM or XS), want to have the ability to click on the High risk or Medium risk and it will filter by those categories ., So only see the parts that are high risk.

Canny Item",,Done,,,Sales,,,Satish Bathini,"Mar 3, 2026"
General,BOM Upload notification,"Cannot see new bom uploaded or no notifications bom has been uploaded.

Canny Item",,On Production,Nikhil Kumar Singh,BE,Sales,,,Satish Bathini,"Mar 3, 2026"
General,Email from address,"For certain type of emails sent out (Quote, offers) we need to be able to send the email as an logged inuser. 

Have the ability to take sender as an input for notification. The caller service can then decide if they want to pass the sender or we use default sender",P0,Done,Nikhil Kumar Singh,BE,Sales,,,Sai Nagboth,"Mar 10, 2026"
General,Notificaiton Templates,Implement template for other type of notification as well. Have a generic strcuture that works for all,P0,Done,Nikhil Kumar Singh,BE,Sales,,,Sai Nagboth,"Mar 10, 2026"
General,Global Search - by ICP,"Accounts not showing when searched by ICP name.

ICP Name



cc Sandeep Thatikonda ",,Done,Andrey Kuznetcov,,Sales,,Working. Verified by testing with ‘Account Owner’ / ICP name. Accounts of ICP are displayed.,Satish Bathini,"Mar 3, 2026"
General,Global Search - Start with option,"Give us ""start with"" search option.

Canny Item",P2,On Production,Om Sreenivasan,,Sales,,,Satish Bathini,"Mar 3, 2026"
General,Left Nav Permissions,"Introduce permissions for left navigation items so they can be driven based on the role.



Define in CHP-5490",P1,Done,"Alexey Duduk,Andrey Kuznetcov,Sandeep Thatikonda,Sai Nagboth",UI,Sales,"Mar 12, 2026",,Sai Nagboth,"Mar 5, 2026"
General,Timeline Audit & Notes,Please review the timeline related changes in the ticket CHP-5485,P1,Done,Andrey Kuznetcov,BE,Sales,,,Sai Nagboth,"Mar 5, 2026"
General,TImeline validations,Ensure timeline is getting updated for all entities correctly. QE team to validate and provide comprehensive feedback to Andrey to review.,P0,On Production,"Andrey Kuznetcov,Deepti Vaidyula",BE,Sales,,,Sai Nagboth,"Mar 10, 2026"
General,Status Timeline tweaks,"1. System user - Need to indicate it was done by system. Or if possible carry the user who triggerred the source event. E.g., buyer which made offer
2. Note on timeline - Show the event notes added to status timeline
3. Sub-status on timeline - show sub-status change on timeline as well",P1,On Production,Andrey Kuznetcov,BE,Sales,,,Sai Nagboth,"Mar 24, 2026"
General,Timeline UI improvements,"1. Show sections modified based on the key from the backend.
2. Show event notes on timeline as another column.",P1,Done,Alexey Duduk,UI,Sales,,,Sai Nagboth,"Mar 24, 2026"
General,Other timeline changes,"1. Add timeline support for Stocklines
2. For many cases timeline is not showing updated by for e.g., on PO. Wondering if it is bad data issue",P1,Done,Phani Yedidi,UI,Warehouse,"Mar 12, 2026",,Sai Nagboth,"Mar 5, 2026"
General,Users - Team,"The current group/team association is a bit cumbersome. I think we can simplify it a bit and let them manage the members kind of outside if needed. We can do the following

1. In the user introduce a type of user called group user. 
2. This user will not be able to login 
3. The email associated with this would be a group email created at the email provider level. 
4. We can associate this user to a team as well, so we know the members of this group/team more for using in other places. 
5. Allow assignment of any entity to a group if needed. 
6. If needed at a later point we can filter some places that assignements cannot be to this user as a group. ",P1,Done,Tejaswini Allagadda,BE,Sales,"Mar 11, 2026",Can test this after develop branch is deployed. Needs users created to test this.,Sai Nagboth,"Mar 8, 2026"
General,Sort for all Filters,"A column with a filter in Apex should also support sorting.  ",P1,On Production,"Arvind Dhakar,Alexey Duduk",UI,Sales,,,Om Sreenivasan,"Mar 10, 2026"
General,Document Type,"Need to expand document types to cover other scenarios across all entities.

1. Accounts
  1. 3PL contract
  2. Long Term Storage",P0,Done,Sandeep Thatikonda,BE,Sales,"Mar 26, 2026",,Sai Nagboth,"Mar 8, 2026"
General,Additional Notifications,"Implemente Additional Notifications as per the sheet here.- Tested by Dipak Majhi and Nikhil Kumar Singh ",P1,On Production,Nikhil Kumar Singh,BE,Sales,,,Sai Nagboth,"Mar 10, 2026"
General,Impersonate for Regional Super Admin,"For the user of roleValue, Region Super Admin to impersonate users within region’s users",P1,Done,Alexey Duduk,UI,,,,Sandeep Thatikonda,"Mar 9, 2026"
General,Implement  Impersonation based on team,"Implement the impersonation for other users/managers as per 

CHP-5565",P0,On Production,"Sandeep Thatikonda,Alexey Duduk,Tejaswini Allagadda",BE,Sales,,,Sai Nagboth,"Mar 10, 2026"
General,Search Improvements,"1. Can we include country and state in search along with the name? e.g., if someone searches for Turck Beerfield Brazil, it should show the Brazil one first. done
2. Can we include Sourcing Reques in Global search done in BE, need to add in UI
3. In search on list views for transactions, can we also include account name , MPN, MFG in search criteria? Not sure if this is currently supported in global search? done",P1,Done,"Andrey Kuznetcov,Alexey Duduk","BE,UI",Sales,,,Sandeep Thatikonda,"Mar 11, 2026"
General,Search MPN in type ahead,"When creating a RFQ and in other MPN type ahead if we search by part without special characters it is not showing the match. But shows up if we do via global search.
e.g., RN4677-V/RM100 if we search as RN4677VRM100 it matches actual part number in global search but not type ahead.
This is causing folks to create new part numbers as looks like lot of times the customers end up sharing number without special chacters.

Separately, can we also allow search of parts based on description. I thought this was previously supported but does not seem like working. Need for SLC part.",P0,Done,Andrey Kuznetcov,BE,Sales,"Mar 25, 2026",,Sai Nagboth,"Mar 23, 2026"
General,xCRM user sync,"When records are syncing from Apex to xCRM, it is showing as MC1 user. Instead it should be the name of the real user, especially for RFQ, SOs etc.

Srinidhi Gundimi - RFQ, Quote, SO (All Done)

Nikhil Kumar Singh - PO (Done), Stock(Done)

Aditya Jain - Offers(Done) 

Tejaswini Allagadda - Invoice (Done)



Also take out HOTPART tag from RFQ on xCRM.",P0,On Production,"Pranab Dutta,Srinidhi Gundimi,Aditya Jain,Tejaswini Allagadda,Nikhil Kumar Singh",Sync,"Sales,Purchasing","Mar 25, 2026","[Pranab 17/04] Zohaib confirmed that the HOTPART tag is removed from xcrm 

[Pranab, 20/4] Zohaib to confirm the xcrm attribute mappings for createdBy, updatedBy attribute in Apex for different entities.



[QE comments, 11/05]:  Seeing ""isHotPart"": false in Apex response for RFQ

Under RFQ, in xcrm for createdBy seeing Mc1 user, and for updatedBy seeing aroosn1 mapping.

https://chip1.xchangecrm.com/web/requirements/cusreq/update?ID=3577131&REQ_CODE_=0&COMPANY_CODE_=4



SO : Sales Person seeing Aroos instead of Abhinay user

Updated By  - seeing as A A - Blocked



",Sai Nagboth,"Mar 23, 2026"
General,Duplicate Custom numbers cleaning,"Need to clean up the duplicates ID numbers created due to the bug.

1. Potentially append an additional chaacter or number at the begining/end or replace it fully.
2. Need to update it in all places where it is linked.
3. Start with updating the open items first and then later closed ones.
4. The ones we need to address would be SRs, SLs, Offers, SOs, POs. 
5. Ensure to update references as well

",P0,On Production,Tejaswini Allagadda,Data,Sales,"Mar 26, 2026",,Sai Nagboth,"Mar 24, 2026"
General,User Entity - Groups,"Enhance user entity to capture following (Only Dev, BE)

1. Add an additional field in user to capture the members if the user is of type group. This can have the list of users. We can capture id and name if it is better.
2. Ensure this field is returned in API
3. Ensure we can do filter on the field of user type

Teams

1. Add a team_type to teams to differentiate between task group and other user groups. For now have types as “Task Group”, “Org Chart”
2. Ensure we have a filter on this",P0,Done,Tejaswini Allagadda,BE,Sales,"Mar 26, 2026",,Sai Nagboth,"Mar 26, 2026"
General,SO from Apex→Xcrm,"Once an SO is fully approved in Apex, it is not appearing in the Sales Order list view in XCRM (e.g., SO: US26SO00464) — Blocker

 

Due to the above issue, users are unable to proceed with the PO flow in XCRM as the SO is also missing from the Purchase Requisition table 

 ",P0,Done,Pranab Dutta,BE,Sales,"Mar 27, 2026",[QE Comments 19/05] : Seems old issue can’t find this SO in Apex as well,Abhinay Sharma,"Mar 27, 2026"
Invoices,Invoice list view,"Give option to search Invoices, similar to RFQs and SOs. 

Canny Item



Sai Nagboth Sandeep Thatikonda - We need to add Global search for invoices too, right ? ",P1,Done,Tejaswini Allagadda,,Sales,,,Satish Bathini,"Mar 3, 2026"
Invoices,Invoice list view,"Invoice page shows wrong info. 

Shivananda Sai - please check

Canny Item",P1,Done,Abhinay Sharma,,Sales,,,Satish Bathini,"Mar 3, 2026"
Invoices,Invoice Inbound sync,Check here for all attributes : Inbound sync.xlsx,P0,On Production,"Tejaswini Allagadda,Srinidhi Gundimi",Sync,Sales,,,Deepti Vaidyula,"Apr 20, 2026"
Shipments - Lists,Enable Shipment Micro-Dashboard,Enable Micro-dashboard for shipments,P1,Done,Shivananda Sai,UI,Sales,,,Sai Nagboth,"Mar 3, 2026"
Shipments - Lists,Inbound Shipments,"Need an ability to extend current shipments to capture inbound as well. Have written this up in Clickup ticket -CHP-5580

",P0,On Production,Sheikh Habib,BE,Purchasing,,,Sai Nagboth,"Mar 28, 2026"
Offers,Offer Matching,Implement offer matching as defined in CHP-5487,P1,On Production,Andrey Kuznetcov,BE,Purchasing,,BE is ready. UI integration is needed.,Sai Nagboth,"Mar 3, 2026"
Offers,Supplier visibility,"Buyers can't see supplier names including Brokers, FDs, OCM - they only see supplier name from the offer they entered",P0,On Production,Phani Yedidi,,Purchasing,,,Phani Yedidi,"May 5, 2026"
Offers,Offer Dashboard Cards,Impement offer dashboard as defined in CHP-5488,P1,Done,Andrey Kuznetcov,BE,Purchasing,,,Sai Nagboth,"Mar 3, 2026"
Offers,Offers Matching Dashboard UI,Complete the UI dsahboard for offers matching,P1,Done,Alex Yermakov,UI,Purchasing,,,Sai Nagboth,"Mar 9, 2026"
Offers,Offer Notification,"Send notifications

1. When target price is matched send notification to creator/sales person
2. When new offers arrive after quoting ",P1,Done,"Nikhil Kumar Singh,Dipak Majhi",,Purchasing,,,Sai Nagboth,"Mar 5, 2026"
Offers,Offer gap,Unable to save offers as Qty 0 and pricing $0,P0,Done,Arvind Dhakar,UI,Purchasing,"Mar 27, 2026",,Phani Yedidi,"Mar 26, 2026"
Offers,Request an offer - Feedback from Offer (GErmany demos),"Request an Offer

* The Part information details in Request an Offer should follow the Part details structure that we have in Sourcing Request.
* Some information like RoHS, HTSUSA, Lead Time, Black Labels, Partial reels and Tubes and Dual Use are missing in Request an Offer. See screenshots here",P0,Done,Arvind Dhakar,UI,Purchasing,"Mar 27, 2026",Except Lead Time rest looks fine,Phani Yedidi,"Mar 26, 2026"
Offers,Record offer,"Record a Response
The Part information details in Record a Response should follow the Part details structure that we have in Sourcing Request.
When I am editing an offer, Country of Origin, Supplier Package Quantity, Freight Costs, and Misc Costs are not getting saved. See here",P0,On Production,Arvind Dhakar,UI,Purchasing,"Mar 27, 2026","28/03: The Part information details in Record a Response should follow the Part details structure that we have in Sourcing Request. — not yet deployed

28/03: Edit offer is working",Phani Yedidi,"Mar 26, 2026"
Offers,Offer bulk upload,Ensure offer bulk upload is working as expected,P1,Done,Aditya Jain,BE,Purchasing,,,Sai Nagboth,"Mar 10, 2026"
Offers,,"Have SR’s into offers > tabs ",P1,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 12, 2026"
Offers,Send offer email,Ability to send email to Suppliers for offer request.,P1,Done,"Arvind Dhakar,Aditya Jain","UI,BE",Purchasing,"Mar 16, 2026",,Sai Nagboth,"Mar 13, 2026"
Offers,,Accounts like Top IC and C.H. Global exist in Apex but don't appear in the supplier search on the offer request screen.,P0,Done,"Arvind Dhakar,Aditya Jain",,Purchasing,,,Phani Yedidi,"Apr 22, 2026"
Offers,"Market offers ","On the market offers list view , can you please have this pattern of showing ""-"" for those offers that doesn't have price ",P0,On Production,Arvind Dhakar,UI,Purchasing,,Can’t see “-” icon under market offer list view when price is not available in stage env,Phani Yedidi,"Apr 22, 2026"
Offers,,Allow multiple people to be selected on Request for offer CC,P0,On Production,"Arvind Dhakar,Aditya Jain",,Purchasing,,,Phani Yedidi,"Apr 22, 2026"
Offers,Offer Expiry,"Write job to expire offers after expiry date. ",P1,Done,"Aditya Jain,Sandeep Thatikonda,Pranab Dutta",BE,Purchasing,"Mar 26, 2026",,Sai Nagboth,"Mar 13, 2026"
Offers,Offer Supplier Info,"  Sales are not supposed to see supplier information on offers.

1. We need to introduce a new permission to decide if Account information on order is visible, “VIEW_OFFFER_SUPPLIER”
2. Based on this, we should not show the name of the Account in info pane, list view and account details. We can use the blur pattern.
3. Second tab on offer info pane should be called Supplier Details. It should have
  1. Account engagement
  2. Supplier Score",P0,Done,Andrey Kuznetcov,"UI,BE",Purchasing,,,Sai Nagboth,"Mar 18, 2026"
Offers,Offers - Minor changes,"Minor improvements

1. On offers request - default the qty to qty in SR
2. Change date code fields to date code year and date code M, year should be first.
3. Make offer qty as optional. Looks like there are cases where supplier would come back with no qty and they want to record it. ",P0,Done,Arvind Dhakar,UI,Purchasing,"Mar 25, 2026","date code M is not there (Phani’s comments : Date code month is not needed. That’s a typo from Sai)
quantity is still mandatory filed (Phani’s comments : Arvind make it non mandatory on all request, record, edit and details screens of offers)


",Sai Nagboth,"Mar 23, 2026"
Offers,Offer BE changes,"1. Introduce additional fields on offer to capture some more info
  1. Additional Qty - This is to indicate if the supplier has more quantity than requested.
2. Include few additional statuses and sub statuses for offers
  1. Closed → No Stock
  2. Closed → No Response",P1,Done,"Phani Yedidi,Aditya Jain,Arvind Dhakar","BE,UI",Purchasing,"Mar 26, 2026",,Sai Nagboth,"Mar 23, 2026"
Offers,Offered price renaming to unit price,"Market offers and SR offers Rename ""Offered Price"" field. It is the same as Unit Price; keep only Unit Price ",P0,Done,Arvind Dhakar,UI,Purchasing,,market offers view still has offered price column,Phani Yedidi,"Apr 9, 2026"
